,R_fighter,B_fighter,winner,weight_class,no_of_rounds,R_age,R_Height_cms,R_Reach_cms,B_age,B_Height_cms,B_Reach_cms
2347,James Te Huna,Nate Marquardt,Blue,Middleweight,5,32.0,187.96,190.5,35.0,182.88,187.96
2348,Soa Palelei,Jared Rosholt,Blue,Heavyweight,3,36.0,193.04,205.74,27.0,187.96,190.5
2349,Hatsu Hioki,Charles Oliveira,Blue,Featherweight,3,30.0,180.34,177.8,24.0,177.8,187.96
2350,Robert Whittaker,Mike Rhodes,Red,Welterweight,3,23.0,182.88,185.42,24.0,185.42,187.96
2351,Jake Matthews,Dashon Johnson,Red,Lightweight,3,19.0,180.34,185.42,26.0,170.18,177.8
2352,Richie Vaculik,Roldan Sangcha-an,Red,Flyweight,3,31.0,167.64,175.26,23.0,162.56,165.1
2353,Chris Indich,Vik Grujic,Blue,Welterweight,3,27.0,177.8,185.42,37.0,180.34,185.42
2354,Neil Magny,Rodrigo de Lima,Red,Welterweight,3,26.0,190.5,203.2,23.0,170.18,190.5
2355,Dan Hooker,Ian Entwistle,Red,Featherweight,3,24.0,182.88,190.5,27.0,165.1,162.56
2356,Gian Villante,Sean O'Connell,Red,Light Heavyweight,3,28.0,190.5,193.04,30.0,185.42,187.96
2357,Demetrious Johnson,Ali Bagautinov,Red,Flyweight,5,27.0,160.02,167.64,29.0,162.56,165.1
2358,Rory MacDonald,Tyron Woodley,Red,Welterweight,3,24.0,182.88,193.04,32.0,175.26,187.96
2359,Ryan Bader,Rafael Feijao,Red,Light Heavyweight,3,31.0,187.96,187.96,34.0,185.42,185.42
2360,Andrei Arlovski,Brendan Schaub,Red,Heavyweight,3,35.0,190.5,195.58,31.0,193.04,198.12
2361,Ovince Saint Preux,Ryan Jimmo,Red,Light Heavyweight,3,31.0,190.5,203.2,32.0,185.42,185.42
2362,Daniel Sarafian,Kiichi Kunimoto,Blue,Welterweight,3,31.0,175.26,185.42,33.0,177.8,180.34
2363,Valerie Letourneau,Elizabeth Phillips,Red,Women's Bantamweight,3,31.0,170.18,172.72,27.0,167.64,165.1
2364,Yves Jabouin,Mike Easton,Red,Bantamweight,3,35.0,170.18,172.72,30.0,167.64,177.8
2365,Kajan Johnson,Tae Hyun Bang,Blue,Lightweight,3,30.0,180.34,190.5,31.0,175.26,180.34
2366,Roland Delorme,Michinori Tanaka,Blue,Bantamweight,3,30.0,175.26,180.34,23.0,165.1,170.18
2367,Jason Saggo,Josh Shockley,Red,Lightweight,3,28.0,180.34,180.34,24.0,185.42,187.96
2368,Benson Henderson,Rustam Khabilov,Red,Lightweight,5,30.0,175.26,177.8,27.0,172.72,185.42
2369,Diego Sanchez,Ross Pearson,Red,Lightweight,3,32.0,177.8,182.88,29.0,172.72,175.26
2370,John Dodson,John Moraga,Red,Flyweight,3,29.0,160.02,167.64,30.0,167.64,167.64
2371,Rafael Dos Anjos,Jason High,Red,Lightweight,3,29.0,172.72,177.8,32.0,172.72,180.34
2372,Yves Edwards,Piotr Hallmann,Blue,Lightweight,3,37.0,175.26,185.42,26.0,175.26,180.34
2373,Erik Perez,Bryan Caraway,Blue,Bantamweight,3,24.0,172.72,172.72,29.0,172.72,172.72
2374,Yaotzin Meza,Sergio Pettis,Blue,Bantamweight,3,33.0,175.26,187.96,20.0,167.64,175.26
2375,Bobby Voelker,Lance Benoist,Blue,Welterweight,3,35.0,182.88,190.5,25.0,180.34,185.42
2376,Scott Jorgensen,Danny Martinez,Red,Flyweight,3,31.0,165.1,167.64,28.0,167.64,170.18
2377,Jon Tuck,Jake Lindsey,Red,Lightweight,3,29.0,180.34,185.42,27.0,180.34,180.34
2378,Patrick Cummins,Roger Narvaez,Red,Light Heavyweight,3,33.0,187.96,193.04,30.0,190.5,200.66
2379,Stipe Miocic,Fabio Maldonado,Red,Heavyweight,5,31.0,193.04,203.2,34.0,185.42,190.5
2380,Vitor Miranda,Antonio Carlos Junior,Blue,Heavyweight,3,35.0,185.42,195.58,24.0,187.96,200.66
2381,Marcio Alexandre Junior,Warlley Alves,Blue,Middleweight,3,25.0,182.88,190.5,23.0,180.34,182.88
2382,Demian Maia,Alexander Yakovlev,Red,Welterweight,3,36.0,185.42,182.88,29.0,190.5,187.96
2383,Rony Jason,Robert Peralta,Blue,Featherweight,3,30.0,170.18,177.8,28.0,172.72,180.34
2384,Rodrigo Damm,Rashid Magomedov,Blue,Lightweight,3,34.0,170.18,180.34,29.0,175.26,177.8
2385,Elias Silverio,Ernest Chavez,Red,Lightweight,3,27.0,180.34,185.42,30.0,172.72,177.8
2386,Paulo Thiago,Gasan Umalatov,Blue,Welterweight,3,33.0,180.34,185.42,31.0,180.34,180.34
2387,Kevin Souza,Mark Eddiva,Red,Featherweight,3,29.0,182.88,187.96,28.0,172.72,172.72
2388,Ricardo Abreu,Wagner Silva,Red,Middleweight,3,30.0,180.34,185.42,27.0,182.88,180.34
2389,Marcos Rogerio de Lima,Richardson Moreira,Red,Heavyweight,3,28.0,185.42,190.5,30.0,187.96,182.88
2390,Pedro Munhoz,Matt Hobar,Red,Bantamweight,3,27.0,167.64,165.1,27.0,177.8,177.8
2391,Mark Munoz,Gegard Mousasi,Blue,Middleweight,5,36.0,182.88,182.88,28.0,187.96,193.04
2392,Francis Carmont,CB Dollaway,Blue,Middleweight,3,32.0,190.5,198.12,30.0,187.96,193.04
2393,Luke Barnatt,Sean Strickland,Blue,Middleweight,3,26.0,198.12,195.58,23.0,185.42,193.04
2394,Tom Niinimaki,Niklas Backstrom,Blue,Featherweight,3,31.0,175.26,175.26,24.0,185.42,187.96
2395,Nick Hein,Drew Dober,Red,Lightweight,3,30.0,167.64,167.64,25.0,172.72,177.8
2396,Magnus Cedenblad,Krzysztof Jotko,Red,Middleweight,3,32.0,195.58,200.66,24.0,185.42,195.58
2397,Vaughan Lee,Iuri Alcantara,Blue,Bantamweight,3,31.0,167.64,167.64,33.0,175.26,180.34
2398,Peter Sobotta,Pawel Pawlak,Red,Welterweight,3,27.0,182.88,190.5,25.0,182.88,185.42
2399,Andy Ogle,Maximo Blanco,Blue,Featherweight,3,25.0,172.72,175.26,30.0,172.72,180.34
2400,Viktor Pesta,Ruslan Magomedov,Blue,Heavyweight,3,23.0,190.5,195.58,27.0,190.5,198.12
2401,Renan Barao,TJ Dillashaw,Blue,Bantamweight,5,27.0,167.64,177.8,28.0,167.64,170.18
2402,Daniel Cormier,Dan Henderson,Red,Light Heavyweight,3,35.0,180.34,182.88,43.0,180.34,187.96
2403,Robbie Lawler,Jake Ellenberger,Red,Welterweight,3,32.0,180.34,187.96,29.0,175.26,180.34
2404,Takeya Mizugaki,Francisco Rivera,Red,Bantamweight,3,30.0,170.18,172.72,32.0,172.72,172.72
2405,Jamie Varner,James Krause,Blue,Lightweight,3,29.0,172.72,182.88,27.0,187.96,185.42
2406,Michael Chiesa,Francisco Trinaldo,Red,Lightweight,3,26.0,185.42,190.5,35.0,175.26,177.8
2407,Tony Ferguson,Katsunori Kikuno,Red,Lightweight,3,30.0,180.34,193.04,32.0,172.72,167.64
2408,Chris Holdsworth,Chico Camus,Red,Bantamweight,3,26.0,180.34,180.34,29.0,167.64,167.64
2409,Al Iaquinta,Mitch Clarke,Blue,Lightweight,3,27.0,177.8,177.8,28.0,177.8,185.42
2410,Anthony Njokuani,Vinc Pichel,Blue,Lightweight,3,34.0,185.42,190.5,31.0,177.8,182.88
2411,Sam Sicilia,Aaron Phillips,Red,Featherweight,3,28.0,172.72,170.18,24.0,175.26,177.8
2412,David Michaud,Li Jingliang,Blue,Welterweight,3,25.0,175.26,182.88,26.0,182.88,180.34
2413,Matt Brown,Erick Silva,Red,Welterweight,5,33.0,182.88,190.5,29.0,182.88,187.96
2414,Costas Philippou,Lorenz Larkin,Red,Middleweight,3,34.0,180.34,185.42,27.0,180.34,182.88
2415,Erik Koch,Daron Cruickshank,Blue,Lightweight,3,25.0,177.8,180.34,28.0,172.72,182.88
2416,Neil Magny,Tim Means,Red,Welterweight,3,26.0,190.5,203.2,30.0,187.96,190.5
2417,Soa Palelei,Ruan Potts,Red,Heavyweight,3,36.0,193.04,205.74,36.0,187.96,190.5
2418,Chris Cariaso,Louis Smolka,Red,Flyweight,3,32.0,160.02,160.02,22.0,175.26,172.72
2419,Ed Herman,Rafael Natal,Red,Middleweight,3,33.0,185.42,195.58,31.0,182.88,193.04
2420,Kyoji Horiguchi,Darrell Montague,Red,Flyweight,3,23.0,165.1,167.64,26.0,167.64,170.18
2421,Yan Cabral,Zak Cummings,Blue,Welterweight,3,30.0,180.34,185.42,29.0,182.88,190.5
2422,Eddie Wineland,Johnny Eduardo,Blue,Bantamweight,3,29.0,170.18,175.26,35.0,170.18,180.34
2423,Manvel Gamburyan,Nik Lentz,Blue,Featherweight,3,33.0,165.1,170.18,29.0,172.72,172.72
2424,Justin Salas,Ben Wall,Red,Lightweight,3,32.0,172.72,177.8,25.0,177.8,185.42
2425,Anthony Lapsley,Albert Tumenov,Blue,Welterweight,3,34.0,175.26,180.34,22.0,180.34,185.42
2426,Jon Jones,Glover Teixeira,Red,Light Heavyweight,5,26.0,193.04,213.36,34.0,187.96,193.04
2427,Phil Davis,Anthony Johnson,Blue,Light Heavyweight,3,29.0,187.96,200.66,30.0,187.96,198.12
2428,Luke Rockhold,Tim Boetsch,Red,Middleweight,3,29.0,190.5,195.58,33.0,182.88,187.96
2429,Jim Miller,Yancy Medeiros,Red,Lightweight,3,30.0,172.72,180.34,26.0,177.8,190.5
2430,Max Holloway,Andre Fili,Red,Featherweight,3,22.0,180.34,175.26,23.0,180.34,187.96
2431,Joseph Benavidez,Tim Elliott,Red,Flyweight,3,29.0,162.56,165.1,27.0,170.18,167.64
2432,Takanori Gomi,Isaac Vallie-Flagg,Red,Lightweight,3,35.0,170.18,177.8,36.0,172.72,172.72
2433,Jessamyn Duke,Bethe Correia,Blue,Women's Bantamweight,3,27.0,180.34,185.42,30.0,165.1,162.56
2434,Danny Castillo,Charlie Brenneman,Red,Lightweight,3,34.0,175.26,180.34,33.0,177.8,182.88
2435,Chris Beal,Patrick Williams,Red,Bantamweight,3,28.0,170.18,175.26,32.0,172.72,185.42
2436,Fabricio Werdum,Travis Browne,Red,Heavyweight,5,36.0,193.04,195.58,31.0,198.12,200.66
2437,Miesha Tate,Liz Carmouche,Red,Women's Bantamweight,3,27.0,167.64,165.1,30.0,167.64,167.64
2438,Donald Cerrone,Edson Barboza,Red,Lightweight,3,31.0,185.42,185.42,28.0,180.34,190.5
2439,Brad Tavares,Yoel Romero,Blue,Middleweight,3,26.0,185.42,187.96,36.0,182.88,185.42
2440,Rafael Dos Anjos,Khabib Nurmagomedov,Blue,Lightweight,3,29.0,172.72,177.8,25.0,177.8,177.8
2441,Thiago Alves,Seth Baczynski,Red,Welterweight,3,30.0,175.26,177.8,32.0,190.5,187.96
2442,Jorge Masvidal,Pat Healy,Red,Lightweight,3,29.0,180.34,187.96,30.0,182.88,187.96
2443,Estevan Payan,Alex White,Blue,Featherweight,3,32.0,177.8,182.88,25.0,182.88,180.34
2444,Caio Magalhaes,Luke Zachrich,Red,Middleweight,3,26.0,185.42,185.42,32.0,187.96,187.96
2445,Jordan Mein,Hernani Perpetuo,Red,Welterweight,3,24.0,182.88,185.42,28.0,182.88,187.96
2446,Dustin Ortiz,Ray Borg,Red,Flyweight,3,25.0,165.1,165.1,20.0,162.56,160.02
2447,Mirsad Bektic,Chas Skelly,Red,Featherweight,3,23.0,172.72,177.8,28.0,180.34,182.88
2448,Derrick Lewis,Jack May,Red,Heavyweight,3,29.0,190.5,200.66,33.0,203.2,200.66
2449,Michael Bisping,Tim Kennedy,Blue,Middleweight,5,35.0,185.42,190.5,34.0,180.34,187.96
2450,Patrick Cote,Kyle Noke,Red,Welterweight,3,34.0,180.34,180.34,34.0,185.42,193.04
2451,Sheldon Westcott,Elias Theodorou,Blue,Middleweight,3,29.0,185.42,180.34,25.0,185.42,190.5
2452,Chad Laprise,Olivier Aubin-Mercier,Red,Welterweight,3,27.0,177.8,180.34,25.0,175.26,177.8
2453,Dustin Poirier,Akira Corassani,Red,Featherweight,3,25.0,175.26,182.88,31.0,172.72,172.72
2454,Sam Stout,KJ Noons,Blue,Welterweight,3,29.0,175.26,177.8,31.0,177.8,182.88
2455,Sarah Kaufman,Leslie Smith,Red,Women's Bantamweight,3,28.0,165.1,170.18,31.0,175.26,167.64
2456,Ryan Jimmo,Sean O'Connell,Red,Light Heavyweight,3,32.0,185.42,185.42,30.0,185.42,187.96
2457,George Roop,Dustin Kimura,Red,Bantamweight,3,32.0,185.42,182.88,24.0,170.18,180.34
2458,Mark Bocek,Mike de la Torre,Red,Lightweight,3,32.0,172.72,190.5,27.0,180.34,180.34
2459,Nordine Taleb,Vik Grujic,Red,Middleweight,3,32.0,185.42,187.96,37.0,180.34,185.42
2460,Richard Walsh,Chris Indich,Red,Welterweight,3,25.0,182.88,185.42,26.0,177.8,185.42
2461,Mitch Gagnon,Tim Gorman,Red,Bantamweight,3,29.0,165.1,165.1,30.0,165.1,172.72
2462,Minotauro Nogueira,Roy Nelson,Blue,Heavyweight,5,37.0,190.5,195.58,37.0,182.88,182.88
2463,Clay Guida,Tatsuya Kawajiri,Red,Featherweight,3,32.0,170.18,177.8,35.0,170.18,175.26
2464,John Howard,Ryan LaFlare,Blue,Welterweight,3,31.0,170.18,180.34,30.0,185.42,187.96
2465,Ramsey Nijem,Beneil Dariush,Red,Lightweight,3,26.0,180.34,190.5,24.0,177.8,182.88
2466,Jared Rosholt,Daniel Omielanczuk,Red,Heavyweight,3,27.0,187.96,190.5,31.0,182.88,187.96
2467,Thales Leites,Trevor Smith,Red,Middleweight,3,32.0,185.42,198.12,33.0,190.5,190.5
2468,Alan Omer,Jim Alers,Blue,Featherweight,3,25.0,177.8,180.34,27.0,175.26,180.34
2469,Mauricio Rua,Dan Henderson,Blue,Light Heavyweight,5,32.0,185.42,193.04,43.0,180.34,187.96
2470,Cezar Ferreira,CB Dollaway,Blue,Middleweight,3,29.0,185.42,198.12,30.0,187.96,193.04
2471,Fabio Maldonado,Gian Villante,Red,Light Heavyweight,3,34.0,185.42,190.5,28.0,190.5,193.04
2472,Michel Prazeres,Mairbek Taisumov,Red,Lightweight,3,32.0,167.64,170.18,25.0,175.26,185.42
2473,Rony Jason,Steven Siler,Red,Featherweight,3,30.0,170.18,177.8,27.0,180.34,177.8
2474,Ronny Markes,Thiago Santos,Blue,Middleweight,3,25.0,185.42,190.5,30.0,187.96,193.04
2475,Jussier Formiga,Scott Jorgensen,Red,Flyweight,3,28.0,165.1,170.18,31.0,165.1,167.64
2476,Thiago Perpetuo,Kenny Robertson,Blue,Welterweight,3,26.0,177.8,180.34,30.0,177.8,187.96
2477,Francimar Barroso,Hans Stringer,Blue,Light Heavyweight,3,34.0,185.42,190.5,26.0,190.5,185.42
2478,Godofredo Pepey,Noad Lahat,Red,Featherweight,3,26.0,170.18,185.42,29.0,175.26,175.26
2479,Johny Hendricks,Robbie Lawler,Red,Welterweight,5,30.0,175.26,175.26,31.0,180.34,187.96
2480,Carlos Condit,Tyron Woodley,Blue,Welterweight,3,29.0,187.96,190.5,31.0,175.26,187.96
2481,Diego Sanchez,Myles Jury,Blue,Lightweight,3,32.0,177.8,182.88,25.0,177.8,185.42
2482,Jake Shields,Hector Lombard,Blue,Welterweight,3,35.0,182.88,182.88,36.0,175.26,180.34
2483,Ovince Saint Preux,Nikita Krylov,Red,Light Heavyweight,3,30.0,190.5,203.2,22.0,190.5,195.58
2484,Kelvin Gastelum,Rick Story,Red,Welterweight,3,22.0,175.26,180.34,29.0,175.26,180.34
2485,Raquel Pennington,Jessica Andrade,Blue,Women's Bantamweight,3,25.0,170.18,170.18,22.0,154.94,157.48
2486,Dennis Bermudez,Jimy Hettes,Red,Featherweight,3,27.0,167.64,167.64,26.0,175.26,180.34
2487,Sean Spencer,Alex Garcia,Blue,Welterweight,3,26.0,177.8,190.5,26.0,175.26,182.88
2488,Renee Forte,Francisco Trevino,Blue,Lightweight,3,26.0,170.18,180.34,32.0,175.26,177.8
2489,Will Campuzano,Justin Scoggins,Blue,Flyweight,3,27.0,175.26,177.8,21.0,170.18,167.64
2490,Bubba McDaniel,Sean Strickland,Blue,Middleweight,3,30.0,190.5,190.5,23.0,185.42,193.04
2491,Daniel Pineda,Rob Whiteford,Blue,Featherweight,3,28.0,170.18,175.26,30.0,175.26,175.26
2492,Alexander Gustafsson,Jimi Manuwa,Red,Light Heavyweight,5,27.0,195.58,200.66,34.0,185.42,200.66
2493,Michael Johnson,Melvin Guillard,Red,Lightweight,3,27.0,177.8,185.42,30.0,175.26,172.72
2494,Brad Pickett,Neil Seery,Red,Flyweight,3,35.0,167.64,172.72,34.0,162.56,162.56
2495,Gunnar Nelson,Omari Akhmedov,Red,Welterweight,3,25.0,180.34,182.88,26.0,182.88,185.42
2496,Cyrille Diabate,Ilir Latifi,Blue,Light Heavyweight,3,40.0,198.12,205.74,30.0,177.8,185.42
2497,Luke Barnatt,Mats Nilsson,Red,Middleweight,3,25.0,198.12,195.58,30.0,185.42,187.96
2498,Bradley Scott,Claudio Silva,Blue,Middleweight,3,24.0,185.42,193.04,31.0,180.34,180.34
2499,Igor Araujo,Danny Mitchell,Red,Welterweight,3,33.0,185.42,195.58,27.0,187.96,187.96
2500,Dong Hyun Kim,John Hathaway,Red,Welterweight,5,32.0,187.96,193.04,26.0,185.42,190.5
2501,Sai Wang,Zhang Lipeng,Blue,Welterweight,3,28.0,182.88,182.88,23.0,180.34,180.34
2502,Matt Mitrione,Shawn Jordan,Red,Heavyweight,3,35.0,190.5,200.66,29.0,182.88,190.5
2503,Hatsu Hioki,Ivan Menjivar,Red,Featherweight,3,30.0,180.34,177.8,31.0,167.64,162.56
2504,Kazuki Tokudome,Yui Chul Nam,Blue,Lightweight,3,26.0,180.34,185.42,32.0,175.26,175.26
2505,Nam Phan,Vaughan Lee,Blue,Bantamweight,3,30.0,167.64,177.8,31.0,167.64,167.64
2506,Albert Cheng,An Ying Wang,Blue,Welterweight,3,29.0,180.34,182.88,22.0,182.88,182.88
2507,Jumabieke Tuerxun,Mark Eddiva,Blue,Featherweight,3,27.0,170.18,170.18,28.0,172.72,172.72
2508,Ronda Rousey,Sara McMann,Red,Women's Bantamweight,5,27.0,170.18,172.72,33.0,167.64,167.64
2509,Daniel Cormier,Patrick Cummins,Red,Light Heavyweight,3,34.0,180.34,182.88,33.0,187.96,193.04
2510,Rory MacDonald,Demian Maia,Red,Welterweight,3,24.0,182.88,193.04,36.0,185.42,182.88
2511,Mike Pyle,TJ Waldburger,Red,Welterweight,3,38.0,182.88,187.96,25.0,180.34,190.5
2512,Robert Whittaker,Stephen Thompson,Blue,Welterweight,3,23.0,182.88,185.42,31.0,182.88,190.5
2513,Alexis Davis,Jessica Eye,Red,Women's Bantamweight,3,29.0,167.64,172.72,27.0,167.64,167.64
2514,Raphael Assuncao,Pedro Munhoz,Red,Bantamweight,3,31.0,165.1,167.64,27.0,167.64,165.1
2515,Cody Gibson,Aljamain Sterling,Blue,Bantamweight,3,26.0,177.8,180.34,24.0,170.18,180.34
2516,Zach Makovsky,Joshua Sampo,Red,Flyweight,3,30.0,162.56,162.56,29.0,162.56,162.56
2517,Rafaello Oliveira,Erik Koch,Blue,Lightweight,3,32.0,172.72,180.34,25.0,177.8,180.34
2518,Ernest Chavez,Yosdenis Cedeno,Red,Lightweight,3,30.0,172.72,177.8,29.0,172.72,175.26
2519,Lyoto Machida,Gegard Mousasi,Red,Middleweight,5,35.0,185.42,187.96,28.0,187.96,193.04
2520,Jacare Souza,Francis Carmont,Red,Middleweight,3,34.0,185.42,182.88,32.0,190.5,198.12
2521,Erick Silva,Takenori Sato,Red,Welterweight,3,29.0,182.88,187.96,28.0,177.8,180.34
2522,Viscardi Andrade,Nico Musoke,Blue,Welterweight,3,29.0,180.34,190.5,27.0,182.88,190.5
2523,Charles Oliveira,Andy Ogle,Red,Featherweight,3,24.0,177.8,187.96,24.0,172.72,175.26
2524,Cristiano Marcello,Joe Proctor,Blue,Lightweight,3,36.0,175.26,182.88,28.0,177.8,182.88
2525,Rodrigo Damm,Ivan Jorge,Red,Lightweight,3,34.0,170.18,180.34,33.0,175.26,185.42
2526,Francisco Trinaldo,Jesse Ronson,Red,Lightweight,3,35.0,175.26,177.8,28.0,177.8,182.88
2527,Iuri Alcantara,Wilson Reis,Red,Bantamweight,3,33.0,175.26,180.34,29.0,162.56,165.1
2528,Felipe Arantes,Maximo Blanco,Red,Featherweight,3,26.0,172.72,185.42,30.0,172.72,180.34
2529,Ildemar Alcantara,Albert Tumenov,Red,Welterweight,3,31.0,187.96,198.12,22.0,180.34,185.42
2530,Douglas Silva de Andrade,Zubaira Tukhugov,Blue,Featherweight,3,28.0,170.18,172.72,23.0,172.72,172.72
2531,Renan Barao,Urijah Faber,Red,Bantamweight,5,27.0,167.64,177.8,34.0,167.64,170.18
2532,Jose Aldo,Ricardo Lamas,Red,Featherweight,5,27.0,170.18,177.8,31.0,172.72,180.34
2533,Frank Mir,Alistair Overeem,Blue,Heavyweight,3,34.0,190.5,200.66,33.0,193.04,203.2
2534,John Lineker,Ali Bagautinov,Blue,Flyweight,3,23.0,160.02,170.18,28.0,162.56,165.1
2535,Jamie Varner,Abel Trujillo,Blue,Lightweight,3,29.0,172.72,182.88,30.0,172.72,177.8
2536,John Makdessi,Alan Patrick,Blue,Lightweight,3,28.0,172.72,172.72,30.0,180.34,187.96
2537,Chris Cariaso,Danny Martinez,Red,Flyweight,3,32.0,160.02,160.02,28.0,167.64,170.18
2538,Nick Catone,Tom Watson,Red,Middleweight,3,32.0,182.88,182.88,31.0,185.42,185.42
2539,Al Iaquinta,Kevin Lee,Red,Lightweight,3,26.0,177.8,177.8,21.0,175.26,195.58
2540,Clint Hester,Andy Enz,Red,Middleweight,3,27.0,187.96,195.58,22.0,190.5,198.12
2541,Anthony Rocco Martin,Rashid Magomedov,Blue,Lightweight,3,24.0,182.88,185.42,29.0,175.26,177.8
2542,Neil Magny,Gasan Umalatov,Red,Welterweight,3,26.0,190.5,203.2,31.0,180.34,180.34
2543,Benson Henderson,Josh Thomson,Red,Lightweight,5,30.0,175.26,177.8,35.0,177.8,180.34
2544,Stipe Miocic,Gabriel Gonzaga,Red,Heavyweight,3,31.0,193.04,203.2,34.0,187.96,193.04
2545,Donald Cerrone,Adriano Martins,Red,Lightweight,3,30.0,185.42,185.42,31.0,177.8,182.88
2546,Darren Elkins,Jeremy Stephens,Blue,Featherweight,3,29.0,177.8,180.34,27.0,172.72,180.34
2547,Alex Caceres,Sergio Pettis,Red,Bantamweight,3,25.0,177.8,185.42,20.0,167.64,175.26
2548,Eddie Wineland,Yves Jabouin,Red,Bantamweight,3,29.0,170.18,175.26,34.0,170.18,172.72
2549,Junior Hernandez,Hugo Viana,Blue,Bantamweight,3,27.0,175.26,175.26,31.0,167.64,170.18
2550,Daron Cruickshank,Mike Rio,Red,Lightweight,3,28.0,172.72,182.88,32.0,177.8,180.34
2551,George Sullivan,Mike Rhodes,Red,Welterweight,3,32.0,182.88,185.42,24.0,185.42,187.96
2552,Walt Harris,Nikita Krylov,Blue,Heavyweight,3,30.0,195.58,195.58,21.0,190.5,195.58
2553,Luke Rockhold,Costas Philippou,Red,Middleweight,5,29.0,190.5,195.58,34.0,180.34,185.42
2554,Lorenz Larkin,Brad Tavares,Blue,Middleweight,3,27.0,180.34,182.88,26.0,185.42,187.96
2555,TJ Dillashaw,Mike Easton,Red,Bantamweight,3,27.0,167.64,170.18,29.0,167.64,177.8
2556,Yoel Romero,Derek Brunson,Red,Middleweight,3,36.0,182.88,185.42,30.0,185.42,195.58
2557,John Moraga,Dustin Ortiz,Red,Flyweight,3,29.0,167.64,167.64,25.0,165.1,165.1
2558,Cole Miller,Sam Sicilia,Red,Featherweight,3,29.0,185.42,187.96,27.0,172.72,170.18
2559,Ramsey Nijem,Justin Edwards,Red,Lightweight,3,25.0,180.34,190.5,30.0,177.8,177.8
2560,Isaac Vallie-Flagg,Elias Silverio,Blue,Lightweight,3,35.0,172.72,172.72,27.0,180.34,185.42
2561,Trevor Smith,Brian Houston,Red,Middleweight,3,33.0,190.5,190.5,32.0,187.96,198.12
2562,Alptekin Ozkilic,Louis Smolka,Blue,Flyweight,3,27.0,165.1,165.1,22.0,175.26,172.72
2563,Vinc Pichel,Garett Whiteley,Red,Lightweight,3,31.0,177.8,182.88,33.0,182.88,182.88
2564,Charlie Brenneman,Beneil Dariush,Blue,Lightweight,3,32.0,177.8,182.88,24.0,177.8,182.88
2565,Tarec Saffiedine,Hyun Gyu Lim,Red,Welterweight,5,27.0,177.8,177.8,28.0,190.5,195.58
2566,Tatsuya Kawajiri,Sean Soriano,Red,Featherweight,3,35.0,170.18,175.26,24.0,175.26,177.8
2567,Kiichi Kunimoto,Luiz Dutra,Red,Welterweight,3,32.0,177.8,180.34,31.0,180.34,180.34
2568,Kyung Ho Kang,Shunichi Shimizu,Red,Bantamweight,3,26.0,175.26,185.42,28.0,165.1,167.64
2569,Max Holloway,Will Chope,Red,Featherweight,3,22.0,180.34,175.26,23.0,193.04,193.04
2570,Katsunori Kikuno,Quinn Mulhern,Red,Lightweight,3,32.0,172.72,167.64,29.0,190.5,193.04
2571,Royston Wee,Dave Galera,Red,Bantamweight,3,27.0,170.18,170.18,35.0,180.34,182.88
2572,Mairbek Taisumov,Tae Hyun Bang,Red,Lightweight,3,25.0,175.26,185.42,30.0,175.26,180.34
2573,Dustin Kimura,Jon Delos Reyes,Red,Bantamweight,3,24.0,170.18,180.34,26.0,167.64,170.18
2574,Leandro Issa,Russell Doane,Blue,Bantamweight,3,30.0,170.18,175.26,27.0,170.18,177.8
2575,Chris Weidman,Anderson Silva,Red,Middleweight,5,29.0,187.96,198.12,38.0,187.96,195.58
2576,Ronda Rousey,Miesha Tate,Red,Women's Bantamweight,5,26.0,170.18,172.72,27.0,167.64,165.1
2577,Josh Barnett,Travis Browne,Blue,Heavyweight,3,36.0,190.5,198.12,31.0,198.12,200.66
2578,Jim Miller,Fabricio Camoes,Red,Lightweight,3,30.0,172.72,180.34,35.0,177.8,185.42
2579,Dustin Poirier,Diego Brandao,Red,Featherweight,3,24.0,175.26,182.88,26.0,170.18,172.72
2580,Chris Leben,Uriah Hall,Blue,Middleweight,3,33.0,180.34,187.96,29.0,182.88,200.66
2581,Gleison Tibau,Michael Johnson,Blue,Lightweight,3,30.0,177.8,180.34,27.0,177.8,185.42
2582,John Howard,Siyar Bahadurzada,Red,Welterweight,3,30.0,170.18,180.34,29.0,180.34,185.42
2583,William Patolino,Bobby Voelker,Red,Welterweight,3,22.0,180.34,190.5,34.0,182.88,190.5
2584,Robert Peralta,Estevan Payan,Red,Featherweight,3,27.0,172.72,180.34,31.0,177.8,182.88
2585,Demetrious Johnson,Joseph Benavidez,Red,Flyweight,5,27.0,160.02,167.64,29.0,162.56,165.1
2586,Urijah Faber,Michael McDonald,Red,Bantamweight,3,34.0,167.64,170.18,22.0,175.26,177.8
2587,Chad Mendes,Nik Lentz,Red,Featherweight,3,28.0,167.64,167.64,29.0,172.72,172.72
2588,Joe Lauzon,Mac Danzig,Red,Lightweight,3,29.0,177.8,180.34,33.0,172.72,177.8
2589,Court McGee,Ryan LaFlare,Blue,Welterweight,3,29.0,180.34,190.5,30.0,185.42,187.96
2590,Danny Castillo,Edson Barboza,Blue,Lightweight,3,34.0,175.26,180.34,27.0,180.34,190.5
2591,Bobby Green,Pat Healy,Red,Lightweight,3,27.0,177.8,180.34,30.0,182.88,187.96
2592,Scott Jorgensen,Zach Makovsky,Blue,Flyweight,3,31.0,165.1,167.64,30.0,162.56,162.56
